,Phone_Name,Reviews,RAM,ROM,Display_Size,Processor,Battery,Rear_Camera,Front_Camera,Current_Price,Original_Price
343,"realme C61 (Safari Green, 128 GB)","8,840 Ratings & 305 Reviews",4 GB RAM , 128 GB ROM ,6.745 inch,T612 Processor,5000 mAh Battery,32MP Rear Camera , 5MP Front Camera,"₹8,499","₹9,999"
344,"POCO M6 5G (Polaris Green, 128 GB)","1,50,095 Ratings & 7,436 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹10,499","₹12,999"
345,"MOTOROLA G04 (Sea Green, 128 GB)","7,446 Ratings & 534 Reviews",8 GB RAM , 128 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,16MP Rear Camera , 5MP Front Camera,"₹7,999","₹10,999"
346,"Nothing Phone (3a) (White, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
347,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
348,"Infinix HOT 40i (Starfall Green, 256 GB)","22,830 Ratings & 1,340 Reviews",8 GB RAM , 256 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,N/A,N/A,"₹9,999","₹10,999"
349,"Motorola G34 5G (Ice Blue, 128 GB)","50,010 Ratings & 3,619 Reviews",4 GB RAM , 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP ,6.5 inch,Snapdragon 695 5G Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,999"
350,Ambrane 27000 mAh Power Bank,"2,086 Ratings & 116 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
351,Zapcase Back Cover for Motorola G45 5G,"1,490 Ratings & 59 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
352,"realme 12x 5G (Woodland Green, 128 GB)","53,923 Ratings & 1,993 Reviews",8 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹13,499","₹18,999"
353,"vivo T2x 5G (Black Gladiator, 128 GB)","4,52,968 Ratings & 23,660 Reviews",6 GB RAM , 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP ,6.58 inch,Mediatek Dimensity 6020 Processor,5000 mAh Battery,N/A,N/A,"₹12,999","₹18,999"
354,"realme 12x 5G (Twilight Purple, 128 GB)","53,923 Ratings & 1,993 Reviews",8 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹13,499","₹18,999"
355,Snooky HTC Desire 816 Mobile Skin,"10,057 Ratings & 515 Reviews",HTC Desire 816PatternsAbstracts DesignVinylRemovable,N/A,N/A,N/A,N/A,N/A,N/A,₹210,₹499
356,Callmate 10000 mAh 15 W Power Bank,"5,560 Ratings & 369 Reviews",Capacity: 10000 mAhLithium Polymer Battery ," Micro, Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Month",N/A,N/A,Capacity: 10000 mAh,N/A,N/A,₹529,"₹1,999"
357,EVEREADY Carbon Zinc AA  Battery,"1,50,095 Ratings & 7,436 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
358,"POCO M6 5G (Galactic Black, 128 GB)","12,974 Ratings & 710 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹10,499","₹12,999"
359,"POCO C65 (Pastel Green, 256 GB)",N/A,8 GB RAM , 256 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,499"
360,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
361,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
362,"vivo T3x 5G (Celestial Green, 128 GB)","57,118 Ratings & 2,297 Reviews",4 GB RAM , 128 GB ROM ,6.7165354 inch,6 Gen 1 Processor,6000 mAh Battery,N/A,N/A,"₹12,499","₹17,499"
363,"(Refurbished) MOTOROLA g42 (Atlantic Green, 64 GB)","53,956 Ratings & 3,307 Reviews",Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM , 64 GB ROM ,N/A,Qualcomm Snapdragon 680 Processor,5000 mAh Battery,"50MP + 8, 2MP Dual Rear Camera ", 16MP Front Camera,"₹7,899","₹19,999"
364,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","1,00,185 Ratings & 8,040 Reviews",6 GB RAM , 128 GB ROM ,6.79 inch,Snapdragon 4 Gen2 AE Processor,5030 mAh Battery,N/A,N/A,"₹10,080","₹15,999"
365,"Nothing Phone (2a) 5G (Blue, 256 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP ,6.7 inch,Dimensity 7200 Pro Processor,5000 mAh Battery,N/A,N/A,"₹25,999","₹27,999"
366,"Nothing Phone (3a) (Black, 128 GB)","2,345 Ratings & 180 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
367,"Nothing Phone (3a) Pro (Black, 256 GB)","2,252 Ratings & 57 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
368,"realme Narzo N63 4G (Leather Blue, 128 GB)","1,32,258 Ratings & 7,602 Reviews",4 GB RAM , 128 GB ROM17.13 cm (6.745 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty  1 year for handset and 6 months for accessories.,6.745 inch,N/A,5000 mAh Battery,50MP Rear Camera,N/A,"₹8,490","₹10,999"
369,"POCO C55 (Forest Green, 64 GB)","26,059 Ratings & 2,334 Reviews",4 GB RAM , 64 GB ROM ,6.71 inch,Mediatek Helio G85 Processor,5000 mAh Battery,50MP Dual Rear Camera , 5MP Front Camera,"₹9,499","₹11,999"
370,"Nothing Phone (3a) (White, 128 GB)","2,086 Ratings & 116 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
371,Ambrane 27000 mAh Power Bank,"19,703 Ratings & 1,081 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
372,"(Refurbished) realme C53 (Champion Black, 128 GB)","18,068 Ratings & 879 Reviews",Grade: Refurbished - SuperbCompatible Charger & Cable6 GB RAM , 128 GB ROM ,N/A,T612 Processor,5000 mAh Battery,108MP + 2MP Dual Rear Camera , 8MP Front Camera,"₹7,999","₹13,999"
373,"POCO M6 5G (Galactic Black, 256 GB)","5,769 Ratings & 416 Reviews",8 GB RAM , 256 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹13,499","₹15,999"
374,"REDMI A2 (Classic Black, 64 GB)","2,345 Ratings & 180 Reviews",2 GB RAM , 64 GB ROM ,6.52 inch,Helio G36 Processor,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹5,899","₹9,999"
375,"Nothing Phone (2a) Plus (Black, 256 GB)","1,490 Ratings & 59 Reviews",12 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 50MP ,6.7 inch,Dimensity 7350 Pro 5G Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹31,999"
376,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,37,499 Ratings & 12,381 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
377,Zapcase Back Cover for Motorola G45 5G,"18,068 Ratings & 879 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
378,"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)","5,560 Ratings & 369 Reviews",4 GB RAM , 64 GB ROM ,6.52 inch,Helio G36 Processor,5000 mAh Battery,8MP Dual Rear Camera , 5MP Front Camera,"₹8,499","₹9,999"
379,"REDMI A2 (Aqua Blue, 64 GB)","1,50,095 Ratings & 7,436 Reviews",2 GB RAM , 64 GB ROM ,6.52 inch,Helio G36 Processor,5000 mAh Battery,8MP Rear Camera , 5MP Front Camera,"₹5,680","₹9,999"
380,EVEREADY Carbon Zinc AA  Battery,"1,10,385 Ratings & 5,623 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
381,"POCO M6 5G (Orion Blue, 128 GB)","1,47,549 Ratings & 8,398 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹10,499","₹12,999"
382,"REDMI 12 (Jade Black, 128 GB)",N/A,4 GB RAM , 128 GB ROM ,6.79 inch,Helio G88 Processor,5000 mAh Battery,N/A,N/A,"₹9,499","₹14,999"
383,"POCO C55 (Cool Blue, 128 GB)",N/A,6 GB RAM , 128 GB ROM ,6.71 inch,Mediatek Helio G85 Processor,5000 mAh Battery,50MP Dual Rear Camera , 5MP Front Camera,"₹13,999",N/A
384,"MOTOROLA G04 (Sunrise Orange, 64 GB)","16,766 Ratings & 1,042 Reviews",4 GB RAM , 64 GB ROM ,6.6 inch,Unisoc T606 Processor,5000 mAh Battery,16MP Rear Camera , 5MP Front Camera,"₹6,999","₹9,999"
385,"realme P1 5G (Phoenix Red, 256 GB)","50,939 Ratings & 2,818 Reviews",8 GB RAM , 256 GB ROM ,6.67 inch,Dimensity 7050 Processor,5000 mAh Battery,N/A,N/A,"₹15,999","₹22,999"
386,"Nothing Phone (3a) (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
387,"Nothing Phone (3a) Pro (Grey, 256 GB)","2,345 Ratings & 180 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
388,Snooky HTC Desire 816 Mobile Skin,"50,010 Ratings & 3,619 Reviews",HTC Desire 816PatternsAbstracts DesignVinylRemovable,N/A,N/A,N/A,N/A,N/A,N/A,₹210,₹499
389,"Motorola G34 5G (Ocean Green, 128 GB)","26,059 Ratings & 2,334 Reviews",4 GB RAM , 128 GB ROM16.51 cm (6.5 inch) HD+ Display50MP + 2MP ,6.5 inch,Snapdragon 695 5G Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,999"
390,"Nothing Phone (3a) (Blue, 128 GB)","2,345 Ratings & 180 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
391,"Nothing Phone (3a) Pro (Black, 256 GB)","1,50,095 Ratings & 7,436 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
392,"POCO M6 5G (Galactic Black, 128 GB)","14,702 Ratings & 930 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹10,499","₹12,999"
393,"realme 12x 5G (Twilight Purple, 128 GB)","33,733 Ratings & 2,866 Reviews",4 GB RAM , 128 GB ROM ,6.72 inch,Dimensity 6100+ Processor,5000 mAh Battery,N/A,N/A,"₹11,990","₹16,999"
394,"realme 12 Pro 5G (Navigator Beige, 256 GB)","1,00,185 Ratings & 8,040 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP ,6.7 inch,Snapdragon 6 Gen 1 Processor,5000 mAh Battery,N/A,N/A,"₹20,999","₹31,999"
395,"Nothing Phone (2a) 5G (Blue, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP (OIS) + 50MP ,6.7 inch,Dimensity 7200 Pro Processor,5000 mAh Battery,N/A,N/A,"₹23,999","₹25,999"
396,"Nothing Phone (3a) Pro (Black, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
397,"Nothing Phone (3a) (White, 128 GB)","12,974 Ratings & 710 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
398,"POCO C65 (Pastel Green, 256 GB)","29,921 Ratings & 1,487 Reviews",8 GB RAM , 256 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,499"
399,"vivo T3x 5G (Crimson Bliss, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM ,6.7165354 inch,6 Gen 1 Processor,6000 mAh Battery,N/A,N/A,"₹15,499","₹20,499"
400,"Nothing Phone (3a) (White, 256 GB)","2,086 Ratings & 116 Reviews",8 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
401,Ambrane 27000 mAh Power Bank,"34,043 Ratings & 2,990 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
402,"Motorola Edge 50 Pro 5G with 68W Charger (Black Beauty, 256 GB)","12,974 Ratings & 710 Reviews",8 GB RAM , 256 GB ROM17.02 cm (6.7 inch) Display50MP + 13MP + 10MP ,6.7 inch,7 Gen 3 Mobile Platform Processor,4500 mAh Battery,N/A,N/A,"₹27,999","₹36,999"
403,"POCO C65 (Matte Black, 256 GB)","12,974 Ratings & 710 Reviews",8 GB RAM , 256 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,499"
404,"POCO C65 (Pastel Blue, 256 GB)",764 Ratings & 28 Reviews,8 GB RAM , 256 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,N/A,N/A,"₹10,999","₹13,499"
405,"realme N63 4G (Twilight Purple, 128 GB)","5,560 Ratings & 369 Reviews",4 GB RAM , 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty  1 year for handset and 6 months for accessories.,6.74 inch,N/A,5000 mAh Battery,50MP Rear Camera,N/A,"₹8,202","₹10,999"
406,EVEREADY Carbon Zinc AA  Battery,"1,490 Ratings & 59 Reviews",Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
407,Zapcase Back Cover for Motorola G45 5G,N/A,Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
408,"itel A70 | 5000 mAh Battery |13MP Dual Rear Camera | Type C Charging (Starlish Black, 64 GB)","3,042 Ratings & 113 Reviews",4 GB RAM , 64 GB ROM16.66 cm (6.56 inch) Display13MP Rear Camera5000 mAh Battery1 year manufacturer Warranty,6.56 inch,N/A,5000 mAh Battery,13MP Rear Camera,N/A,"₹6,260","₹7,299"
409,"REDMI 13C (Stardust Black, 128 GB)","25,257 Ratings & 1,025 Reviews",6 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹9,999","₹13,999"
410,"Nothing Phone (3a) (White, 256 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹26,999","₹29,999"
411,"Nothing Phone (3a) Pro (Black, 128 GB)","4,934 Ratings & 496 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹29,999","₹32,999"
412,"vivo T2x 5G (Black Gladiator, 128 GB)","1,88,527 Ratings & 9,383 Reviews",4 GB RAM , 128 GB ROM16.71 cm (6.58 inch) Full HD+ Display50MP + 2MP ,6.58 inch,Mediatek Dimensity 6020 Processor,5000 mAh Battery,N/A,N/A,"₹11,999","₹17,999"
413,"vivo T3x 5G (Celestial Green, 128 GB)","57,118 Ratings & 2,297 Reviews",4 GB RAM , 128 GB ROM ,6.7165354 inch,6 Gen 1 Processor,6000 mAh Battery,N/A,N/A,"₹12,499","₹17,499"
414,"(Refurbished) MOTOROLA g42 (Atlantic Green, 64 GB)","45,931 Ratings & 2,824 Reviews",Grade: Refurbished - SuperbCompatible Charger & Cable4 GB RAM , 64 GB ROM ,N/A,Qualcomm Snapdragon 680 Processor,5000 mAh Battery,"50MP + 8, 2MP Dual Rear Camera ", 16MP Front Camera,"₹7,899","₹19,999"
415,"Infinix SMART 8 HD (Shiny Gold, 64 GB)","26,059 Ratings & 2,334 Reviews",3 GB RAM , 64 GB ROM ,6.6 inch,T606 Processor,5000 mAh Battery,N/A,N/A,"₹6,699","₹7,999"
416,"Nothing Phone (3a) (Blue, 128 GB)","26,059 Ratings & 2,334 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
417,"Nothing Phone (3a) (Black, 128 GB)","1,05,985 Ratings & 6,203 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
418,"realme P1 5G (Peacock Green, 128 GB)","1,27,329 Ratings & 9,973 Reviews",6 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 7050 Processor,5000 mAh Battery,N/A,N/A,"₹13,999","₹20,999"
419,"Motorola G32 (Satin Maroon, 128 GB)","2,345 Ratings & 180 Reviews",8 GB RAM , 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP ,6.5 inch,Qualcomm Snapdragon 680 Processor,5000 mAh Lithium Polymer Battery,N/A,N/A,"₹10,999","₹18,999"
420,"Nothing Phone (3a) Pro (Black, 256 GB)","1,490 Ratings & 59 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
421,Zapcase Back Cover for Motorola G45 5G,"1,47,549 Ratings & 8,398 Reviews",Suitable For: MobileMaterial: Thermoplastic PolyurethaneTheme: No ThemeType: Back Cover,N/A,N/A,N/A,N/A,N/A,N/A,₹281,₹899
422,"POCO C55 (Forest Green, 128 GB)","39,922 Ratings & 2,635 Reviews",6 GB RAM , 128 GB ROM ,6.71 inch,Mediatek Helio G85 Processor,5000 mAh Battery,50MP Dual Rear Camera , 5MP Front Camera,"₹7,999","₹13,999"
423,"Infinix Note 40 Pro 5G (Vintage Green, 256 GB)","41,814 Ratings & 3,054 Reviews",8 GB RAM , 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display108MP (OIS) + 2MP + 2MP ,6.78 inch,Mediatek Dimensity 7020 Processor,5000 mAh Battery,N/A,N/A,"₹18,999","₹27,999"
424,"POCO X6 Neo 5G (Astral Black, 128 GB)","45,258 Ratings & 1,830 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 6080 Processor,5000 mAh Battery,N/A,N/A,"₹15,999","₹19,999"
425,"REDMI 13C 5G (Startrail Silver, 128 GB)","2,086 Ratings & 116 Reviews",4 GB RAM , 128 GB ROM ,6.74 inch,Mediatek Dimensity 6100+ Processor,5000 mAh Battery,50MP Rear Camera , 5MP Front Camera,"₹9,999","₹13,999"
426,Ambrane 27000 mAh Power Bank,"26,059 Ratings & 2,334 Reviews","Capacity: 27000 mAhQuick Charge 3.0 & Power Delivery TechnologyTriple Output Ports: 2 USB & 1 Type-C27000mAh capacity with Smart Power ManagementSmall & Compact SizeDurable BodyAllowed in FlightsMultiple Layers of Protection from short circuit, over charge & over dischargeType C Charging Cable includedLightning quick chargeUniversal compatibilityInput/Output control and LED indicatorsLithium Polymer Battery & Type-A, Type-C ConnectorPower Source: AC AdapterCapacity: 27000 mAhLithium Battery ", Type-C ConnectorPower Source: AC AdapterCharging Cable Included6 Months Warranty,N/A,N/A,Capacity: 27000 mAh,N/A,N/A,"₹2,199","₹4,999"
427,"Nothing Phone (3a) (White, 128 GB)","53,956 Ratings & 3,307 Reviews",8 GB RAM , 128 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (2X Tele Photo) + 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹24,999","₹27,999"
428,"POCO M6 Plus 5G (Misty Lavender, 128 GB)","25,257 Ratings & 1,025 Reviews",6 GB RAM , 128 GB ROM ,6.79 inch,Snapdragon 4 Gen2 AE Processor,5030 mAh Battery,N/A,N/A,"₹10,080","₹15,999"
429,"REDMI 13C (Starfrost White, 128 GB)","2,345 Ratings & 180 Reviews",6 GB RAM , 128 GB ROM ,6.74 inch,Helio G85 Processor,5000 mAh Battery,50MP Rear Camera , 8MP Front Camera,"₹10,477","₹13,999"
430,"Nothing Phone (3a) Pro (Grey, 256 GB)","5,560 Ratings & 369 Reviews",12 GB RAM , 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) ,17.19 cm,7s Gen3 Processor,5000 mAh Battery,N/A,N/A,"₹33,999","₹36,999"
431,EVEREADY Carbon Zinc AA  Battery,N/A,Carbon ZincCapacity: 1.5 vColor: RedNA,N/A,N/A,N/A,N/A,N/A,N/A,₹109,₹180
432,"realme P1 5G (Peacock Green, 128 GB)","50,939 Ratings & 2,818 Reviews",8 GB RAM , 128 GB ROM ,6.67 inch,Dimensity 7050 Processor,5000 mAh Battery,N/A,N/A,"₹14,999","₹21,999"
433,"itel P55 (Moonlit Black, 128 GB)",669 Ratings & 25 Reviews,12 GB RAM , 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 Year For Handset and 6 Month for Accessories.,6.6 inch,N/A,5000 mAh Battery,50MP Rear Camera,N/A,"₹6,999","₹8,899"
